CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
37680236118970,0608610,10376,Active,San Diego,Chula Vista Elementary,Heritage Elementary,1450 Santa Lucia Road,1450 Santa Lucia Rd.,Chula Vista,91913-1480,CA,1450 Santa Lucia Road,1450 Santa Lucia Rd.,Chula Vista,91913-1480,CA,(619) 421-7080,No Data,(619) 421-8525,http://schools.cvesd.org/schools/heritage/,2001-07-17 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.626236,-116.99530,Daniel,Romo,2022-09-01,Y
37680236118988,0608610,10377,Active,San Diego,Chula Vista Elementary,McMillin (Corky) Elementary,1201 Santa Cora Avenue,1201 Santa Cora Ave.,Chula Vista,91913-1799,CA,1201 Santa Cora Avenue,1201 Santa Cora Ave.,Chula Vista,91913-1799,CA,(619) 397-0103,No Data,(619) 397-0122,http://schools.cvesd.org/schools/mcmillin/,2001-07-17 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,32.631793,-116.98529,Jacqueline,Gracia,2025-03-27,N
37680310000000,0609870,No Data,Active,San Diego,Coronado Unified,No Data,201 Sixth Street,201 Sixth St.,Coronado,92118-1799,CA,201 Sixth Street,201 Sixth St.,Coronado,92118-1799,CA,(619) 522-8900,1025,(619) 435-4672,http://www.coronadousd.net,No Data,No Data,No Data,No Data,No Data,54.0,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.696202,-117.18727,Karl,Mueller,2022-08-05,No Data
37680310126110,0609870,13204,Closed,San Diego,Coronado Unified,Coronado Pathways Charter,555 D Avenue,555 D Ave.,Coronado,92118-1714,CA,555 D Avenue,555 D Ave.,Coronado,92118-1714,CA,No Data,No Data,No Data,Information Not Available,2013-08-20 00:00:00,2015-06-30 00:00:00,Y,1421,No Data,54.0,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,9-12,P,N,N,No Data,32.692605,-117.17725,No Data,No Data,2015-07-01,No Data
37680310131375,0609870,14121,Active,San Diego,Coronado Unified,Village Preschool,600 6th Street,600 6th St.,Coronado,92118-1600,CA,600 6th Street,600 6th St.,Coronado,92118-1600,CA,(619) 522-8900,1038,(619) 435-4672,http://www.coronadousd.net,2014-11-03 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,08,Preschool,SPEC,Special Education School,PS,Preschool,P,No Data,N,No Data,N,No Data,32.693374,-117.18148,Shane,Schmeichel,2024-12-04,No Data
37680313731122,0609870,07658,Closed,San Diego,Coronado Unified,Palm Academy for Learning,650 D Avenue,650 D Ave.,Coronado,92118-1714,CA,650 D Avenue,650 D Ave.,Coronado,92118-1714,CA,No Data,No Data,No Data,Information Not Available,1997-09-02 00:00:00,2016-06-09 00:00:00,N,No Data,No Data,54.0,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,32.692180,-117.17843,No Data,No Data,2016-08-05,No Data
37680313731437,0609870,No Data,Closed,San Diego,Coronado Unified,Coronado Adult High School,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,70,Adult Education Centers,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680313731452,0609870,No Data,Closed,San Diego,Coronado Unified,Coronado Continuation High,650 D Avenue,650 D Ave.,Coronado,92118,CA,650 D Avenue,650 D Ave.,Coronado,92118,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,68,Continuation High Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680313731478,0609870,01071,Active,San Diego,Coronado Unified,Coronado High,650 D Avenue,650 D Ave.,Coronado,92118-2113,CA,650 D Avenue,650 D Ave.,Coronado,92118-2113,CA,(619) 522-8907,2096,(619) 437-0236,http://chs.coronadousd.net/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,32.691403,-117.17817,Karin,Mellina,2023-02-09,N
37680316038053,0609870,01070,Active,San Diego,Coronado Unified,Coronado Village Elementary,600 Sixth Street,600 Sixth St.,Coronado,92118-1600,CA,600 Sixth Street,600 Sixth St.,Coronado,92118-1600,CA,(619) 522-8919,5097,(619) 522-8988,http://village.coronadousd.net/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.693914,-117.18213,Peter,Kuhns,2023-09-14,N
37680316038061,0609870,No Data,Closed,San Diego,Coronado Unified,Crown Elementary,201 Sixth Street,201 Sixth St.,Coronado,92118,CA,201 Sixth Street,201 Sixth St.,Coronado,92118,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1991-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-3,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680316038079,0609870,No Data,Closed,San Diego,Coronado Unified,Glorietta Elementary,235 Prospect Place,235 Prospect Pl.,Coronado,92118,CA,235 Prospect Place,235 Prospect Pl.,Coronado,92118,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680316038087,0609870,01074,Active,San Diego,Coronado Unified,Silver Strand Elementary,1350 Leyte Road,1350 Leyte Rd.,Coronado,92118-3124,CA,1350 Leyte Road,1350 Leyte Rd.,Coronado,92118-3124,CA,(619) 522-8934,4097,(619) 437-8041,http://strand.coronadousd.net/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.643984,-117.14542,Jennifer,Moore,2023-02-09,N
37680316059570,0609870,01072,Active,San Diego,Coronado Unified,Coronado Middle,550 F Avenue,550 F Ave.,Coronado,92118-2110,CA,550 F Avenue,550 F Ave.,Coronado,92118-2110,CA,(619) 522-8921,3097,(619) 522-6948,http://cms.coronadousd.net/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.693780,-117.17956,Brooke,Falar,2023-02-09,N
37680316110100,0609870,No Data,Closed,San Diego,Coronado Unified,Coronado Village Elementary,600 Sixth Street,600 Sixth St.,Coronado,92118,CA,600 Sixth Street,600 Sixth St.,Coronado,92118,CA,No Data,No Data,No Data,No Data,1991-09-01 00:00:00,1991-09-01 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-5,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680490000000,0610710,No Data,Active,San Diego,Dehesa Elementary,No Data,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,(619) 444-2161,No Data,(619) 486-1266,http://www.dehesasd.net/,No Data,No Data,No Data,No Data,No Data,52.0,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.781239,-116.85120,Bradley,Johnson,2024-09-12,No Data
37680490118091,0610710,12272,Closed,San Diego,Dehesa Elementary,Ecademy California,"646 Valley Avenue, Suite B","646 Valley Ave., Ste. B",Solana Beach,92075,CA,"646 Valley Avenue, Suite B","646 Valley Ave., Ste. B",Solana Beach,92075,CA,No Data,No Data,No Data,Information Not Available,2009-08-31 00:00:00,2011-08-31 00:00:00,Y,1005,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,1-8,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2011-09-30,No Data
37680490119990,0610710,12509,Closed,San Diego,Dehesa Elementary,Diego Hills Charter,4612 Dehesa Road Room 11,4612 Dehesa Rd. Rm. 11,El Cajon,92019-2922,CA,177 Holston Drive Room 11,177 Holston Dr. Rm. 11,Lancaster,93535,CA,No Data,No Data,No Data,Information Not Available,2009-07-01 00:00:00,2018-06-30 00:00:00,Y,1088,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,9-12,N,N,Y,No Data,32.781557,-116.85038,No Data,No Data,2018-07-03,No Data
37680490127118,0610710,13185,Active,San Diego,Dehesa Elementary,The Heights Charter,"2710 Alpine Boulevard, Suite E","2710 Alpine Blvd., Ste. E",Alpine,91901-2389,CA,"2710 Alpine Boulevard, Suite E","2710 Alpine Blvd., Ste. E",Alpine,91901-2389,CA,(619) 792-9000,No Data,No Data,No Data,2012-09-04 00:00:00,No Data,Y,1488,Directly funded,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601489,32.835104,-116.75529,Diana,Whyte,2023-02-09,N
37680490127167,0610710,13054,Closed,San Diego,Dehesa Elementary,Community Montessori Charter,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,No Data,No Data,No Data,Information Not Available,2013-08-26 00:00:00,2018-06-30 00:00:00,Y,1494,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.129450,-117.11225,No Data,No Data,2018-07-03,No Data
37680490129221,0610710,13762,Active,San Diego,Dehesa Elementary,MethodSchools,38750 Sky Canyon Drive Ste B,38750 Sky Canyon Dr. Ste B,Murrieta,92563-2561,CA,38750 Sky Canyon Drive Ste B,38750 Sky Canyon Dr. Ste B,Murrieta,92563-2561,CA,(951) 461-4620,No Data,(760) 560-1605,http://methodschools.org/,2014-08-18 00:00:00,No Data,Y,1617,Directly funded,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0601682,33.556174,-117.13620,Jessica,Spallino,2024-09-12,N
37680490131169,0610710,13816,Closed,San Diego,Dehesa Elementary,Valiant Academy of Southern California,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,4684 Ontario Mills Parkway,4684 Ontario Mills Pkwy.,Ontario,91764,CA,No Data,No Data,No Data,Information Not Available,2014-08-13 00:00:00,2019-06-30 00:00:00,Y,1693,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,No Data,32.781118,-116.84889,No Data,No Data,2019-07-09,N
37680490132506,0610710,13913,Active,San Diego,Dehesa Elementary,Cabrillo Point Academy,13915 Danielson Street Ste 200,13915 Danielson St. Ste 200,Poway,92064-8884,CA,13915 Danielson Street Ste 200,13915 Danielson St. Ste 200,Poway,92064-8884,CA,(619) 404-3190,No Data,(619) 749-1792,http://www.cabrillopointacademy.org,2015-07-01 00:00:00,No Data,Y,1748,Directly funded,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0602274,32.939913,-117.03010,Jenna,Lorge,2023-02-09,N
37680490136416,0610710,14103,Active,San Diego,Dehesa Elementary,Pacific Coast Academy,13915 Danielson Street #103,13915 Danielson St. #103,Poway,92064-8884,CA,13915 Danielson Street #103,13915 Danielson St. #103,Poway,92064-8884,CA,(619) 749-1928,No Data,(619) 595-6089,http://www.pacificcoastacademy.org,2017-07-01 00:00:00,No Data,Y,1892,Directly funded,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0601961,32.939893,-117.03003,Krystin,Demofonte,2023-05-31,N
37680490136614,0610710,14199,Closed,San Diego,Dehesa Elementary,Diego Hills Central Public Charter,4348 54th Street,4348 54th St.,San Diego,92115-5300,CA,4348 54th Street,4348 54th St.,San Diego,92115-5300,CA,No Data,No Data,No Data,Information Not Available,2017-09-25 00:00:00,2024-06-30 00:00:00,Y,1909,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,9-12,N,N,Y,No Data,32.756779,-117.08030,No Data,No Data,2024-07-01,N
37680490136747,0610710,14197,Closed,San Diego,Dehesa Elementary,California Academy of Sports Science,"4684 Ontario Mills Parkway, Suite 100","4684 Ontario Mills Pkwy., Ste. 100",Ontario,91764-5104,CA,"4684 Ontario Mills Parkway, Suite 100","4684 Ontario Mills Pkwy., Ste. 100",Ontario,91764-5104,CA,No Data,No Data,No Data,No Data,2017-09-15 00:00:00,2019-08-12 00:00:00,Y,1914,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,No Data,34.069036,-117.54899,No Data,No Data,2019-08-15,N
37680490138313,0610710,14266,Closed,San Diego,Dehesa Elementary,University Prep,4684 Ontario Mills Parkway Suite 100,4684 Ontario Mills Pkwy. Ste. 100,Ontario,91764-5104,CA,4684 Ontario Mills Parkway Suite 100,4684 Ontario Mills Pkwy. Ste. 100,Ontario,91764-5104,CA,No Data,No Data,No Data,Information Not Available,2018-07-01 00:00:00,2019-08-12 00:00:00,Y,2007,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,No Data,34.069036,-117.54899,No Data,No Data,2019-08-15,N
37680490165290,0610710,No Data,Pending,San Diego,Dehesa Elementary,Method Sports Academy,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,27232 Via Industria,27232 Via Industria,Temecula,92590,CA,(951) 461-4620,No Data,No Data,No Data,2025-08-13 00:00:00,No Data,Y,2161,Directly funded,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,No Data,C,N,N,No Data,32.781588,-116.85091,Enrique,Gonzalez,2025-05-31,No Data
37680496038095,0610710,01188,Active,San Diego,Dehesa Elementary,Dehesa Elementary,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,(619) 444-2161,No Data,(619) 486-1266,http://dehesasd.net/,1980-07-01 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,32.781239,-116.85120,Toshia,Bartley,2024-09-12,N
37680496119564,0610710,10626,Closed,San Diego,Dehesa Elementary,Dehesa Charter,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,No Data,No Data,No Data,Information Not Available,2001-10-15 00:00:00,2019-06-30 00:00:00,Y,0419,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,33.129838,-117.11193,No Data,No Data,2019-07-09,N
37680560000000,0610740,No Data,Active,San Diego,Del Mar Union Elementary,No Data,11232 El Camino Real,11232 El Camino Real,San Diego,92130-2657,CA,11232 El Camino Real,11232 El Camino Real,San Diego,92130-2657,CA,(858) 755-9301,No Data,(858) 523-6114,http://www.dmusd.org,No Data,No Data,No Data,No Data,No Data,52.0,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.923323,-117.23185,Holly,McClurg,2024-07-09,No Data
37680560110114,0610740,11753,Active,San Diego,Del Mar Union Elementary,Sycamore Ridge,5333 Old Carmel Valley Road,5333 Old Carmel Valley Rd.,San Diego,92130-2650,CA,5333 Old Carmel Valley Road,5333 Old Carmel Valley Rd.,San Diego,92130-2650,CA,(858) 755-1060,No Data,(858) 755-1258,http://www.dmusd.org/sycamore,2005-08-29 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.954011,-117.19998,Brandon,LoMonaco,2024-06-18,N
37680560114686,0610740,12091,Active,San Diego,Del Mar Union Elementary,Ocean Air,11444 Canter Heights Drive,11444 Canter Heights Dr.,San Diego,92130-6974,CA,11444 Canter Heights Drive,11444 Canter Heights Dr.,San Diego,92130-6974,CA,(858) 481-4040,No Data,(858) 481-6657,http://www.dmusd.org/oceanair,2007-08-22 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.928100,-117.21470,Krista,Berntsen,2023-02-09,N
37680560141374,0610740,14644,Active,San Diego,Del Mar Union Elementary,Pacific Sky,6631 Solterra Vista Parkway,6631 Solterra Vista Pkwy.,San Diego,92130,CA,6631 Solterra Vista Parkway,6631 Solterra Vista Pkwy.,San Diego,92130,CA,(858) 755-9301,No Data,No Data,No Data,2022-08-15 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.963705,-117.17370,Chelsea,Moore,2024-06-18,N
37680566038103,0610740,No Data,Closed,San Diego,Del Mar Union Elementary,Del Mar Shores Elementary,9th and Stratford Court,9th and Stratford Ct.,Del Mar,92014,CA,PO Box 640,PO Box 640,Del Mar,92014,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37680566038111,0610740,01189,Active,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,13555 Boquita Drive,13555 Boquita Dr.,Del Mar,92014-3453,CA,13555 Boquita Drive,13555 Boquita Dr.,Del Mar,92014-3453,CA,(858) 755-9367,No Data,(858) 509-1412,http://www.dmusd.org/heights,1959-07-01 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.945637,-117.24973,Jenny,Peirson,2023-02-09,N
37680566088983,0610740,01190,Active,San Diego,Del Mar Union Elementary,Del Mar Hills Elementary,14085 Mango Drive,14085 Mango Dr.,Del Mar,92014-0640,CA,14085 Mango Drive,14085 Mango Dr.,Del Mar,92014-0640,CA,(858) 755-9763,No Data,(858) 755-6107,http://www.dmusd.org/hills,1975-07-01 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.954058,-117.24724,Andrea,Sleet,2020-08-13,Y
37680566110696,0610740,01171,Active,San Diego,Del Mar Union Elementary,Carmel Del Mar Elementary,12345 Carmel Park Drive,12345 Carmel Park Dr.,San Diego,92130-2222,CA,12345 Carmel Park Drive,12345 Carmel Park Dr.,San Diego,92130-2222,CA,(858) 481-6789,No Data,(858) 481-7418,http://www.dmusd.org/cdm,1992-09-08 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.940870,-117.22955,Frankie,Leivera,2024-06-18,N
37680566115620,0610740,07660,Active,San Diego,Del Mar Union Elementary,Ashley Falls Elementary,13030 Ashley Falls Drive,13030 Ashley Falls Dr.,San Diego,92130-3717,CA,13030 Ashley Falls Drive,13030 Ashley Falls Dr.,San Diego,92130-3717,CA,(858) 259-7812,No Data,(858) 259-1828,http://www.dmusd.org/af,1998-09-08 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.957549,-117.20781,Karly,Pecorella,2021-11-30,Y
37680566117923,0610740,08591,Active,San Diego,Del Mar Union Elementary,Sage Canyon,5290 Harvest Run Drive,5290 Harvest Run Dr.,San Diego,92130-4875,CA,5290 Harvest Run Drive,5290 Harvest Run Dr.,San Diego,92130-4875,CA,(858) 481-7844,No Data,(858) 481-7949,http://www.dmusd.org/sage,2000-09-05 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.925277,-117.20411,Maria,Parker,2023-02-09,N
37680566120596,0610740,10627,Active,San Diego,Del Mar Union Elementary,Torrey Hills,10830 Calle Mar de Mariposa,10830 Calle Mar de Mariposa,San Diego,92130-8657,CA,10830 Calle Mar de Mariposa,10830 Calle Mar de Mariposa,San Diego,92130-8657,CA,(858) 481-4266,No Data,(858) 481-0344,http://www.dmusd.org/torrey,2002-09-04 00:00:00,No Data,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,32.913451,-117.22320,Abby,Domingo,2023-02-09,N
