ANCHORNAME,ADDRESS,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,FULLFIPSID,CAIID,CAIType,ConProvide,ConType,ConMedium,ConSpeed,geometry,index_right,BlockCode,DBA,FRN,TechCode,Consumer,MaxAdDn,MaxAdUp,MaxDnTier,MaxUpTier,Shape_Leng,Shape_Area,has_coverage
El Rio Community,211 South Avenue 20,Los Angeles,CA,90031,2508,34.072224,-118.22039,1,U,U,http://www.elrioschool.org,060371997002008,19647330140004,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.22038999999995 34.07222400000006 0),,,,,,,,,,,,,False
Valley Oaks Center for Enriched Studies,9171 Telfair Avenue,Sun Valley,CA,91352,1844,34.23604,-118.39702,1,U,U,http://vocesmagnet.org,060371212222002,19647330140046,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.39701999999994 34.23604000000006 0),,,,,,,,,,,,,False
KIPP Generations Academy,1415 West Gardena Boulevard,Gardena,CA,90247,4712,33.882118,-118.30049,1,U,U,http://kippsocal.org/generations,060376033012008,19647330141481,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.30048999999997 33.88211800000005 0),,,,,,,,,,,,,False
Virtual Academy of International Studies/Humanities (World Languages and Cultures),8501 Arleta Avenue,Sun Valley,CA,91352,2958,34.224,-118.408,1,U,U,No Data,060371210102006,19647330141531,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.40799999999996 34.224000000000046 0),,,,,,,,,,,,,False
Computer Science Virtual Academy,5010 11th Avenue,Los Angeles,CA,90043,4816,33.996963,-118.32893,1,U,U,No Data,060372345012013,19647330141549,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.32892999999996 33.99696300000005 0),,,,,,,,,,,,,False
Iovine and Young Center,4120 11th Avenue,Los Angeles,CA,90008,3712,34.009305,-118.32921,1,U,U,No Data,060372343012001,19647330141630,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-118.32920999999999 34.00930500000004 0),,,,,,,,,,,,,False
Whitney Young Continuation,3051 West 52nd Street,Los Angeles,CA,90043,4838,33.995062,-118.32638,1,Y,U,No Data,060372345012013,19647331930403,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.32637999999997 33.995062000000075 0),,,,,,,,,,,,,False
Phineas Banning Senior High,1527 Lakme Avenue,Wilmington,CA,90744,1526,33.794038,-118.2608,1,Y,U,http://www.banninghs.org,060372941103003,19647331930650,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.26079999999996 33.79403800000006 0),,,,,,,,,,,,,False
John R. Wooden High,18741 Elkwood Street,Reseda,CA,91335,1802,34.212967,-118.54164,1,Y,U,http://www.jrwhs.com,060371310222002,19647331930940,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.54163999999997 34.21296700000005 0),,,,,,,,,,,,,False
Westside Global Awareness Magnet,104 Anchorage Street,Marina Del Rey,CA,90292,5102,33.979192,-118.46512,1,Y,U,http://www.westsideglobalawareness.org,060372742023004,19647331931054,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.46511999999996 33.97919200000007 0),,,,,,,,,,,,,False
Cheviot Hills Continuation,9200 Cattaraugus Avenue,Los Angeles,CA,90034,1906,34.03563,-118.39239,1,Y,U,http://www.cheviothillshs-lausd-ca.schoolloop.com,060372697002004,19647331931336,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.39238999999998 34.035630000000026 0),,,,,,,,,,,,,False
Jack London Continuation,12924 Oxnard Street,Van Nuys,CA,91401,4104,34.179367,-118.41441,1,Y,U,http://www.jacklondonhs.net,060371236012005,19647331931450,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.41440999999998 34.17936700000007 0),,,,,,,,,,,,,False
Metropolitan Continuation,727 South Wilson Street,Los Angeles,CA,90021,1625,34.034378,-118.23396,1,Y,U,http://www.metropolitanhs-lausd-ca.schoolloop.com,060372060511013,19647331931468,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.23395999999997 34.03437800000006 0),,,,,,,,,,,,,False
Canoga Park Senior High,6850 Topanga Canyon Boulevard,Canoga Park,CA,91303,2354,34.195573,-118.60579,1,Y,U,http://www.canogaparkhs.org,060371345202008,19647331931476,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.60578999999996 34.195573000000024 0),,,,,,,,,,,,,False
Zane Grey Continuation,18230 Kittridge Street,Reseda,CA,91335,6115,34.190181,-118.53052,1,Y,U,http://zanegreyhs-lausd-ca.schoolloop.com,060371327002005,19647331931682,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.53051999999997 34.19018100000005 0),,,,,,,,,,,,,False
Whitman Continuation,7795 Rosewood Avenue,Los Angeles,CA,90036,1764,34.080254,-118.3593,1,Y,U,http://www.whitmanhs.org,060371920021009,19647331931856,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.35929999999996 34.080254000000025 0),,,,,,,,,,,,,False
"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",5010 11th Avenue,Los Angeles,CA,90043,4816,33.997541,-118.32929,1,Y,U,http://www.crenshawhs.org,060372345012013,19647331932128,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.32928999999996 33.99754100000007 0),,,,,,,,,,,,,False
El Camino Real Charter High,5440 Valley Circle Boulevard,Woodland Hills,CA,91367,5949,34.169285,-118.64335,1,Y,U,http://ecrchs.net,060371370002003,19647331932623,Public Schools,AT&T,Commercial/Residential,Fiber Optic,1000000,POINT Z (-118.64334999999994 34.16928500000006 0),,,,,,,,,,,,,False
Boyle Heights Continuation,544 South Mathews Street,Los Angeles,CA,90033,4348,34.037855,-118.21203,1,Y,U,http://www.boyleheightshs-lausd-ca.schoolloop.com,060372043002001,19647331932821,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.21202999999997 34.037855000000036 0),,,,,,,,,,,,,False
Downtown Business High,1081 West Temple Street,Los Angeles,CA,90012,1573,34.062927,-118.25101,1,U,U,http://www.downtownmagnets.org,060372080011006,19647331932888,Public Schools,Unknown/Did not provide,Terrestrial Point-to-Point,Fiber Optic,155000,POINT Z (-118.25100999999995 34.06292700000006 0),,,,,,,,,,,,,False
Fairfax Senior High,7850 Melrose Avenue,Los Angeles,CA,90046,7210,34.083741,-118.36072,1,Y,U,http://www.lausd.k12.ca.us/fairfax_hs,060371920021009,19647331932920,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.36071999999996 34.08374100000003 0),,,,,,,,,,,,,False
Ulysses S. Grant Senior High,13000 Oxnard Street,Van Nuys,CA,91401,4114,34.179356,-118.4158,1,Y,U,http://www.granths.org,060371236012005,19647331933795,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.41579999999999 34.17935600000004 0),,,,,,,,,,,,,False
Alexander Hamilton Senior High,2955 Robertson Boulevard,Los Angeles,CA,90034,3116,34.033458,-118.38969,1,Y,U,http://www.hamiltonhs-lausd-ca.schoolloop.com,060372697002004,19647331933852,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.38968999999997 34.03345800000005 0),,,,,,,,,,,,,False
Los Angeles Senior High,4650 West Olympic Boulevard,Los Angeles,CA,90019,1831,34.056695,-118.33316,1,Y,U,http://www.lausd.k12.ca.us/los_angeles_hs,060372128003000,19647331935352,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.33315999999996 34.05669500000005 0),,,,,,,,,,,,,False
Reseda Charter High,18230 Kittridge Street,Reseda,CA,91335,6121,34.190181,-118.53052,1,Y,U,http://www.resedahs.net,060371327002005,19647331937226,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.53051999999997 34.19018100000005 0),,,,,,,,,,,,,False
Theodore Roosevelt Senior High,456 South Mathews Street,Los Angeles,CA,90033,4350,34.039171,-118.21119,1,Y,U,http://www.rooseveltlausd.org,060372043002001,19647331937424,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.21118999999999 34.03917100000007 0),,,,,,,,,,,,,False
South Gate Senior High,3351 Firestone Boulevard,South Gate,CA,90280,2937,33.954632,-118.20975,1,Y,U,http://www.lausd.k12.ca.us/south_gate_hs,060375357023007,19647331938307,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.20974999999999 33.95463200000006 0),,,,,,,,,,,,,False
Taft Charter High,5461 Winnetka Avenue,Woodland Hills,CA,91364,2548,34.16939,-118.57103,1,Y,U,http://www.lausd.k12.ca.us/Taft_HS,060371375012002,19647331938612,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.57102999999995 34.16939000000008 0),,,,,,,,,,,,,False
WESM Health/Sports Medicine,7400 West Manchester Avenue,Los Angeles,CA,90045,2322,33.95967,-118.42644,1,Y,U,http://www.westchesterhs-lausd-ca.schoolloop.com,060372766081001,19647331939479,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.42643999999996 33.959670000000074 0),,,,,,,,,,,,,False
CDS Secondary,727 South Wilson Street,Los Angeles,CA,90021,1625,34.033946,-118.2344,1,Y,U,No Data,060372060511013,19647331996651,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.2344 34.03394600000007 0),,,,,,,,,,,,,False
Ambler Avenue Elementary,319 East Sherman Drive,Carson,CA,90746,1158,33.8775,-118.27145,1,Y,U,http://www.ambler-lausd-ca.schoolloop.com,060375410032004,19647336015754,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.27144999999996 33.877500000000055 0),,,,,,,,,,,,,False
Andasol Avenue Elementary,10126 Encino Avenue,Northridge,CA,91325,1404,34.254435,-118.51538,1,Y,U,http://andasoles-lausd-ca.schoolloop.com/,060371113023006,19647336015796,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-118.51538 34.25443500000006 0),,,,,,,,,,,,,False
Annalee Avenue Elementary,19410 South Annalee Avenue,Carson,CA,90746,2687,33.854844,-118.25292,1,Y,U,http://www.annalee-lausd-ca.schoolloop.com,060375433221012,19647336015820,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.25291999999996 33.85484400000007 0),,,,,,,,,,,,,False
Arminta Street Elementary,11530 Strathern Street,North Hollywood,CA,91605,1619,34.215664,-118.38265,1,Y,U,http://www.armintaes-lausd-ca.schoolloop.com,060371219002016,19647336015879,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.38264999999996 34.21566400000006 0),,,,,,,,,,,,,False
Barton Hill Elementary,423 North Pacific Avenue,San Pedro,CA,90731,2019,33.746456,-118.28793,1,Y,U,http://www.lausd.net/bartonhillelementary,060372965001005,19647336015952,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.28792999999996 33.74645600000002 0),,,,,,,,,,,,,False
Bassett Street Elementary,15756 Bassett Street,Lake Balboa,CA,91406,5007,34.195663,-118.47611,1,Y,U,http://bassettes-lausd-ca.schoolloop.com,060371276032004,19647336015960,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.47610999999995 34.195663000000025 0),,,,,,,,,,,,,False
Beachy Avenue Elementary,9757 Beachy Avenue,Arleta,CA,91331,5306,34.247749,-118.43798,1,Y,U,http://www.beachyavees.com,060371192012003,19647336015978,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.43797999999998 34.247749000000056 0),,,,,,,,,,,,,False
Beckford Charter for Enriched Studies,19130 Tulsa Street,Northridge,CA,91326,2645,34.268005,-118.54978,1,Y,U,http://beckfordelementary.com,060371112042015,19647336015986,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.54977999999994 34.26800500000007 0),,,,,,,,,,,,,False
Blythe Street Elementary,18730 Blythe Street,Reseda,CA,91335,1801,34.214657,-118.54111,1,Y,U,http://www.blythe-lausd-ca.schoolloop.com,060371310222002,19647336016034,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.54110999999995 34.214657000000045 0),,,,,,,,,,,,,False
Brainard Elementary,11407 Brainard Avenue,Lake View Terrace,CA,91342,6805,34.277295,-118.36357,1,Y,U,http://www.brainardes-lausd-ca.schoolloop.com,060371032021015,19647336016067,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.36356999999998 34.27729500000004 0),,,,,,,,,,,,,False
Breed Street Elementary,2226 East Third Street,Los Angeles,CA,90033,3906,34.04245,-118.21345,1,Y,U,No Data,060372044202006,19647336016075,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.21344999999997 34.04245000000003 0),,,,,,,,,,,,,False
Brentwood Science,740 Gretna Green Way,Los Angeles,CA,90049,4927,34.050684,-118.47507,1,Y,U,http://brentwoodsciencemagnet.com,060372643053004,19647336016083,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.47506999999996 34.05068400000005 0),,,,,,,,,,,,,False
Broadacres Avenue Elementary Visual & Performing Arts Magnet,19424 South Broadacres Avenue,Carson,CA,90746,2710,33.854533,-118.24023,1,Y,U,http://broadacresavees-lausd-ca.schoolloop.com,060375433041002,19647336016117,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.24022999999994 33.85453300000006 0),,,,,,,,,,,,,False
Broadway Elementary,1015 Lincoln Boulevard,Venice,CA,90291,3506,33.998189,-118.46147,1,Y,U,http://www.broadwayelementary.org/,060372732003007,19647336016125,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,500000,POINT Z (-118.46146999999996 33.998189000000025 0),,,,,,,,,,,,,False
Bryson Avenue Elementary,4470 Missouri Avenue,South Gate,CA,90280,5057,33.944974,-118.19274,1,Y,U,http://www.brysones-lausd-ca.schoolloop.com,060375359012007,19647336016158,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.19273999999996 33.94497400000006 0),,,,,,,,,,,,,False
Buchanan Street Elementary,5024 Buchanan Street,Los Angeles,CA,90042,2340,34.119547,-118.20683,1,Y,U,http://www.buchananstes-lausd-ca.schoolloop.com,060371834011010,19647336016166,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.20682999999997 34.11954700000007 0),,,,,,,,,,,,,False
Burton Street Elementary,8111 Calhoun Avenue,Panorama City,CA,91402,5305,34.218775,-118.44148,1,Y,U,http://www.burton-lausd-ca.schoolloop.com/,060371203004005,19647336016208,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.44147999999996 34.21877500000005 0),,,,,,,,,,,,,False
Cabrillo Avenue Elementary,732 South Cabrillo Avenue,San Pedro,CA,90731,3025,33.737563,-118.29447,1,Y,U,No Data,060372966003004,19647336016224,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.29446999999999 33.73756300000008 0),,,,,,,,,,,,,False
Calabash Charter Academy,23055 Eugene Street,Woodland Hills,CA,91364,3723,34.157826,-118.62951,1,Y,U,http://www.calabashelementary.com,060371374022003,19647336016240,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,45000,POINT Z (-118.62950999999998 34.15782600000006 0),,,,,,,,,,,,,False
Canoga Park Elementary,7438 Topanga Canyon Boulevard,Canoga Park,CA,91303,1210,34.205657,-118.60588,1,Y,U,http://www.canoga-lausd-ca.schoolloop.com,060371343031009,19647336016299,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,155000,POINT Z (-118.60587999999996 34.20565700000003 0),,,,,,,,,,,,,False
Cantara Street Elementary,17950 Cantara Street,Reseda,CA,91335,1408,34.219189,-118.52457,1,Y,U,http://www.cantara-lausd-ca.schoolloop.com/,060371313003010,19647336016307,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-118.52456999999998 34.21918900000003 0),,,,,,,,,,,,,False
Canyon Charter Elementary,421 Entrada Drive,Santa Monica,CA,90402,1303,34.031257,-118.51229,1,Y,U,http://www.canyoncharter.com,060372628022003,19647336016323,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,45000,POINT Z (-118.51228999999995 34.03125700000004 0),,,,,,,,,,,,,False
Carthay Elementary Of Environmental Studies Magnet,6351 West Olympic Boulevard,Los Angeles,CA,90048,5411,34.058836,-118.36909,1,Y,U,http://www.carthay-lausd-ca.schoolloop.com,060372163011027,19647336016372,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.36908999999997 34.05883600000004 0),,,,,,,,,,,,,False
Catskill Avenue Elementary,23536 Catskill Avenue,Carson,CA,90745,5412,33.812038,-118.27123,1,Y,U,http://catskillcougars.org,060375437052004,19647336016406,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.27122999999995 33.81203800000003 0),,,,,,,,,,,,,False
Century Park Elementary,10935 South Spinning Avenue,Inglewood,CA,90303,2599,33.936042,-118.3189,1,Y,U,http://www.centuryparkes-lausd-ca.schoolloop.com,060376005011005,19647336016414,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.31889999999999 33.93604200000004 0),,,,,,,,,,,,,False
Chandler Elementary,14030 Weddington Street,Sherman Oaks,CA,91401,5753,34.165736,-118.439,1,Y,U,http://chandlerla.org,060371286023021,19647336016422,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.43899999999996 34.16573600000004 0),,,,,,,,,,,,,False
Chase Street Elementary,14041 Chase Street,Panorama City,CA,91402,3222,34.225639,-118.43983,1,Y,U,http://www.chasek5.com,060371199003000,19647336016455,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.43982999999997 34.22563900000006 0),,,,,,,,,,,,,False
Cimarron Avenue Elementary,11559 Cimarron Avenue,Hawthorne,CA,90250,1914,33.928909,-118.31512,1,Y,U,http://www.cimarronavees-lausd-ca.schoolloop.com,060376027002011,19647336016497,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.31511999999998 33.92890900000003 0),,,,,,,,,,,,,False
Clover Avenue Elementary,11020 Clover Avenue,Los Angeles,CA,90034,3010,34.027163,-118.42602,1,Y,U,http://www.cloveraveschool.org,060372717021003,19647336016521,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.42602 34.02716300000003 0),,,,,,,,,,,,,False
Cohasset Street Elementary,15810 Saticoy Street,Lake Balboa,CA,91406,3128,34.207948,-118.47809,1,Y,U,http://www.cohassetes-lausd-ca.schoolloop.com,060371274002001,19647336016547,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-118.47808999999995 34.207948000000044 0),,,,,,,,,,,,,False
Colfax Charter Elementary,4935 North Colfax Avenue,Valley Village,CA,91601,4773,34.16013,-118.3883,1,Y,U,http://www.colfaxcharter-lausd-ca.schoolloop.com,060371251022010,19647336016562,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.38829999999996 34.16013000000004 0),,,,,,,,,,,,,False
Crescent Heights Boulevard Elementary,1661 South Crescent Heights,Los Angeles,CA,90035,4529,34.04726,-118.37397,1,Y,U,http://www.crescentheightsmagnet-lausd-ca.schoolloop.com,060372167003009,19647336016653,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,100000,POINT Z (-118.37396999999999 34.04726000000005 0),,,,,,,,,,,,,False
